epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
132,159.668,0.76658,0.96017,0.6194,0.91326,0,0.99553,1,0.995,0.91251,0.99553,1,0.995,0.87964,0.40447,0.56658,0.4188,0.81298,0,0.00035155,0.00035155,0.00035155
133,160.878,0.71255,0.86895,0.61748,0.8688,0,0.99553,1,0.995,0.91251,0.99553,1,0.995,0.87964,0.40447,0.56658,0.4188,0.81298,0,0.0003466,0.0003466,0.0003466
134,162.029,0.76793,0.94759,0.63927,0.92641,0,0.99582,1,0.995,0.92202,0.99582,1,0.995,0.87443,0.40998,0.59066,0.42656,0.81329,0,0.00034165,0.00034165,0.00034165
135,163.166,0.78726,1.07315,0.62017,0.9614,0,0.99582,1,0.995,0.92202,0.99582,1,0.995,0.87443,0.40998,0.59066,0.42656,0.81329,0,0.0003367,0.0003367,0.0003367
136,164.282,0.61819,0.86371,0.58942,0.84213,0,0.99582,1,0.995,0.92202,0.99582,1,0.995,0.87443,0.40998,0.59066,0.42656,0.81329,0,0.00033175,0.00033175,0.00033175
137,165.425,0.63834,0.82152,0.62996,0.86913,0,0.99582,1,0.995,0.92202,0.99582,1,0.995,0.87443,0.40998,0.59066,0.42656,0.81329,0,0.0003268,0.0003268,0.0003268
138,166.565,0.67615,0.78989,0.58772,0.85484,0,0.99595,1,0.995,0.90598,0.99595,1,0.995,0.86937,0.42405,0.64073,0.43478,0.81627,0,0.00032185,0.00032185,0.00032185
139,167.787,0.58607,0.83862,0.58128,0.86537,0,0.99595,1,0.995,0.90598,0.99595,1,0.995,0.86937,0.42405,0.64073,0.43478,0.81627,0,0.0003169,0.0003169,0.0003169
140,168.918,0.71144,0.8774,0.63336,0.85426,0,0.99595,1,0.995,0.90598,0.99595,1,0.995,0.86937,0.42405,0.64073,0.43478,0.81627,0,0.00031195,0.00031195,0.00031195
141,170.023,0.63124,0.76714,0.58059,0.86197,0,0.99595,1,0.995,0.90598,0.99595,1,0.995,0.86937,0.42405,0.64073,0.43478,0.81627,0,0.000307,0.000307,0.000307
142,171.141,0.78026,1.02359,0.58485,0.94451,0,0.99586,1,0.995,0.89691,0.99586,1,0.995,0.87249,0.44117,0.65024,0.43836,0.81865,0,0.00030205,0.00030205,0.00030205
143,172.379,0.55176,0.80368,0.60861,0.86545,0,0.99586,1,0.995,0.89691,0.99586,1,0.995,0.87249,0.44117,0.65024,0.43836,0.81865,0,0.0002971,0.0002971,0.0002971
144,173.574,0.791,1.1043,0.62536,0.94746,0,0.99586,1,0.995,0.89691,0.99586,1,0.995,0.87249,0.44117,0.65024,0.43836,0.81865,0,0.00029215,0.00029215,0.00029215
145,174.704,0.70965,0.97528,0.58723,0.88607,0,0.99586,1,0.995,0.89691,0.99586,1,0.995,0.87249,0.44117,0.65024,0.43836,0.81865,0,0.0002872,0.0002872,0.0002872
146,175.807,0.67781,0.96745,0.61031,0.90678,0,0.99567,1,0.995,0.89943,0.99567,1,0.995,0.85712,0.43802,0.6254,0.43103,0.81762,0,0.00028225,0.00028225,0.00028225
147,176.955,0.69258,0.71879,0.58529,0.85403,0,0.99567,1,0.995,0.89943,0.99567,1,0.995,0.85712,0.43802,0.6254,0.43103,0.81762,0,0.0002773,0.0002773,0.0002773
148,178.142,0.60482,0.64254,0.5384,0.83929,0,0.99567,1,0.995,0.89943,0.99567,1,0.995,0.85712,0.43802,0.6254,0.43103,0.81762,0,0.00027235,0.00027235,0.00027235
